text,hate label,hashtags,source,user_created,user_friends,user_favourites,is_retweet
Goodmorning #BLM https://t.co/yFcKZveFNc,0,['BlackLivesMatter'],Twitter Web App,25-07-2016 18:54,91,1476,FALSE
RT @BabaUmarr: White man holds #BlackLivesMatter sign in America's most racist town. There were reactions: https://t.co/3qhhkQ9WL1,0,['PuppyGroup'],Twitter for iPhone,29-07-2012 22:48,939,1099,FALSE
#SayHerName: Sandra Bland. #SayHisName: Elijah McClain. #SayTheirNames. If you have done it unto the least of these… https://t.co/pwjRYAmXd3,0,,Twitter for iPad,10-07-2009 16:22,5189,86597,FALSE
People say All Lives Matter but could care less about the deers they taxidermy or the bears they skin for rugs. But… https://t.co/JTycC3gLeK,0,['BlackLivesMatter'],Twitter Web App,04-05-2012 01:45,1129,146809,FALSE
"#BLM #SNITCH, Austin.  #Protests2020 https://t.co/U5dT1A1Ack via @YouTube  If I catch it on video, I am going to sh… https://t.co/nzOgX6g9dh",0,['BlackLivesMatter'],Twitter Web App,14-01-2018 13:34,399,25304,FALSE
Don't get #CNAInsurance &amp; affiliates keep denying coverage sleazebags. Don't be duped by #CNA Insurance just keep g… https://t.co/2s9QPn2Avz,0,['BlackLivesMatter'],Twitter Web App,31-01-2013 16:28,3343,59741,FALSE
"Stock futures trading carefully ahead of tech hearing, Fed decision
- For more information :… https://t.co/LmubrVZ2Dm",0,['BlackLivesMatter'],Twitter for iPhone,20-01-2012 23:00,590,54225,FALSE
@latinawitchxox @pagetpaget Yes thank you !!!!! I’m not saying it’s right but if you were alive before the 2010s an… https://t.co/euvw8IaYLL,0,['BlackLivesMatter'],Twitter for iPhone,16-07-2010 22:38,1026,47990,FALSE
I smell a rat! @kanyewest #fuckdonaldtrump #DonaldTrump #fuckkanyewest #kanyewest #faultysignatures #ElectionFraud… https://t.co/whGdGnT1Bx,0,['BlackLivesMatter'],Twitter Web App,22-02-2009 13:34,1325,64777,FALSE
"Unlawful to riot with no escalation by protesters in under five minutes.

#BlackLivesMatter #PortlandProtest",0,['BlackLivesMatter'],Twitter Web App,16-09-2014 15:57,269,61030,FALSE
RT @Michael5SOS: Here is the best link I’ve seen with a collection of all resources to take action for #BlackLivesMatter  I will also share…,0,['BlackLivesMatter'],Twitter for iPhone,28-02-2009 04:06,1651,17132,FALSE
"@Jake_Fitch @mcuban Jake, I agree. Doesn’t @mcuban or any other #NBA   owner understand what the #BLM organization… https://t.co/wOeNKIclaP",0,['BlackLivesMatter'],Twitter for iPhone,25-06-2018 12:16,527,2412,FALSE
It's time for the season finale of #TheCriticalStans and our hosts are chatting all things #BlackLivesMatter from k… https://t.co/fDn94eZAnC,0,['BlackLivesMatter'],Twitter for iPhone,29-06-2020 21:59,109,36,FALSE
Those Who Control the Narrative Control the World - Caitlin Johnstone https://t.co/D0uFqCWvSz #WikiLeaks… https://t.co/oc8lB6xpCf,0,,Twitter for iPad,08-12-2013 16:50,5879,178938,FALSE
RT @_Matthiato: Since #BackTheBlue is trending let’s all remember what they are wanting to support. They like having a fascist government s…,0,['BlackLivesMatter'],Twitter Web App,29-01-2010 17:35,602,21574,FALSE
"RT @Persie_Official: I can’t believe I still have to type this. But with the strength of our unity, we will defeat racism. Let’s not waste…",0,['BlackLivesMatter'],Twitter Web App,10-03-2016 22:52,12037,45585,FALSE
RT @hungrybowtie: Looks like apples are being thrown towards the cops. #blacklivesmatter     #protest #pdx #Portland #Oregon #BLM #acab #Po…,0,['BlackLivesMatter'],Twitter for iPhone,26-05-2017 18:09,3091,212908,FALSE
"It’s August and tl has been hella quiet. Just in case anyone forgot, #BlackLivesMatter and we need to fight each an… https://t.co/eBVd0JEHSB",0,['BlackLivesMatter'],Twitter for iPhone,18-07-2015 20:43,13888,154292,FALSE
More dumpster relocation. #koin6news #PDX #PNW #Portland #protests #BLM #Oregon #PortlandProtests https://t.co/SPDOLUNs2w,0,['BlackLivesMatter'],Twitter for Android,23-06-2020 00:20,377,6706,FALSE
"The problem with #BLM. In a nutshell. 
https://t.co/gga8ytVKBY",0,,Twitter Web App,05-04-2013 14:57,5244,22032,FALSE
"Happy Monday🌼
           Follow me 
     For Qk follow back 🤟
#BlackLivesMatter https://t.co/ZzldJ1q1K7",0,,Twitter for iPhone,01-05-2009 11:58,2496,48872,FALSE
@mcuban @NBA Mark you have a losing product. Nobody is watching the #NBA with the BS race narrative. #BLM painted o… https://t.co/uhsAxCDlc9,0,,Twitter for iPad,23-04-2009 15:14,2720,7988,FALSE
The fact there are still counter-protestors to the #BlackLivesMatter movement is crazy. To think they're so hell-be… https://t.co/61aXEFjkbE,0,['BlackLivesMatter'],Twitter Web App,04-07-2020 13:59,131,11709,FALSE
"These kidnappings by the feds will have a deadly result soon.  Eventually, someone will shoot to protect their own… https://t.co/WVv5hp5xS1",0,['BlackLivesMatter'],Twitter for iPhone,25-06-2018 12:16,527,2412,FALSE
"RT @tonishark_uwu: Hi, I fixed it. #BlackLivesMatter #blm #MAGA #trump @amspectator #WearADamnMask #policebrutality https://t.co/SiyvjG9MFZ…",0,['BlackLivesMatter'],Twitter for Android,23-11-2011 23:23,2308,150175,FALSE
"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation… https://t.co/utQGXd8Xby",0,,Twitter Web App,02-04-2019 03:19,618,23085,FALSE
"“What are you studying?”
#BlackLivesMatter #PDXprotest https://t.co/nWG9m7wjRp",0,['BlackLivesMatter'],Twitter for iPhone,17-02-2009 15:07,1142,98778,FALSE
@chrispaulsen @indy10people I think @realDonaldTrump and @Mike_Pence should step up and assist with the repair to t… https://t.co/kB8c9hSJ7b,0,['BlackLivesMatter'],Twitter Web App,28-06-2019 08:05,526,65674,FALSE
"RT @AntifascistF12: There's no shortage of faces in ~3.75GB of footage RE: racists / ""Back the Blue"" supporters, assaulting antifascists &amp;…",0,,Twitter for iPhone,26-06-2011 21:58,432,10496,FALSE
"Hear Catrin's full story here: https://t.co/z9sEzOsQWn

#tired #diversityindance #supportingblackperformers… https://t.co/6pQ7sFA3yk",0,['BlackLivesMatter'],Twitter for iPhone,28-05-2012 10:42,191,7203,FALSE
"9:53PM Cop cars are stationed at Lombard and Fenwick allway stop.

#PortlandProtests #PdxProtests #BlackLivesMatter… https://t.co/vdMvDCQMVD",0,,Twitter Web App,20-05-2012 16:43,134,5488,FALSE
"(1/3) Just dropped my new track ""Secret Smile.""  Everyone has a secret smile for one reason or another... #secret… https://t.co/fQDTbkO5AZ",0,['BLM'],Twitter for Android,08-05-2009 18:00,713,115060,FALSE
RT @SnackVanTM: Hey @PortlandPolice was it really safer for everyone to be followed with teargas for an hour instead of the guy with medica…,0,,Twitter for Android,27-05-2015 18:10,1832,94543,FALSE
RT @KaileeScales: We love you. Rest in power. #MikeBrown #BlackLivesMatter https://t.co/hZJdR6EXKr,0,['BlackLivesMatter'],Twitter for iPhone,25-06-2018 12:16,527,2412,FALSE
RT @tyreseprince123: Where was this energy for them #BlackLivesMatter petition ? Hmm ok,0,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,21-09-2018 03:45,130,3256,FALSE
RT @_LadySith: Hey friends. Listen. Zimbabweans are in a dire situation in their country at the moment. You might not see a lot about this…,0,['BlackLivesMatter'],Twitter for iPhone,24-07-2012 07:52,12359,66352,FALSE
"RT @NaomiScott: Recognition Pt 1. Just some thoughts that have been on my heart. No pressure, but here they are nonetheless #BLM ❤️ https:/…",0,['blm'],Twitter for Android,07-11-2009 23:14,842,7516,FALSE
"In the past several weeks from coast to coast, North to South we are seeing the #SilentMajorityRising in America pu… https://t.co/WNBWuxtYHz",0,['BlackLivesMatter'],Twitter Web App,28-05-2013 01:54,172,7074,FALSE
RT @Freedom4Horses: The Bureau of Land Management will begin the Shawave Mountains Herd Management Area wild horse and burro gather https:/…,0,['BlackLivesMatter'],Twitter for Android,11-03-2013 18:54,1169,26376,FALSE
@WesleyLowery Even @BarackObama DOJ’s ruling on this case said Michael Brown attacked the officer and tried to kill… https://t.co/Or9LBptbXT,0,,Twitter for Android,03-09-2019 23:39,29,6998,FALSE
RT @ChrissyCushman: @LionelMedia @GonzalesArispe Oh am I ever enjoying visualizing #BLM &amp; ANTIFA at #Sturgis!! They better bring extra chan…,0,['BlackLivesMatter'],Twitter for iPhone,28-02-2009 04:06,1651,17132,FALSE
"@sankakucomplex didnt know you guys were fine spewing racism on your page #BlackLivesMatter 
https://t.co/aFO6icrcp8",0,,Twitter for Android,20-01-2016 23:04,560,161446,FALSE
"#BLM #BLMmarxists #BLMprotest #BLMMOVEMENT #PeacefulProtests #MountRushmore #MountTrumpmore 
UNBELIEVABLE THIS IS H… https://t.co/n3ktvlDpVq",0,,Twitter for iPhone,21-10-2017 09:50,1215,25746,FALSE
"@nightrain_lane @Tigerbill @seanhannity You should look at the ratings when kneeling became the thing, ratings drop… https://t.co/YlkBeH9Nx5",0,,Twitter for iPhone,23-02-2014 17:46,433,187715,FALSE
"Just a reminder that #BlackLivesMatter don’t actually matter to #BlackLivesMatter 😉
https://t.co/rWeCJcdluV",0,,Twitter for Android,01-10-2015 19:02,822,29812,FALSE
"Nevada sheriff informs library that department won't respond to 911 calls if #BlackLivesMatter
https://t.co/Mf8bqKkigz",0,['ShekuBayoh'],Twitter for iPhone,12-02-2011 23:37,627,3739,FALSE
Great to connect! &amp; look forward to working together &amp; sharing resources. #BlackLivesMatter #ruralracism https://t.co/x4oxIrCuuq,0,['BlackLivesMatter'],Twitter Web App,31-01-2013 16:28,3343,59741,FALSE
"RT @KaimTime: #BlackLivesMatter now &amp; forever

please donate to the PNW bail fund below to help those getting unconstitutionally detained &amp;…",0,['BlackLivesMatter'],Twitter Web App,23-10-2012 01:03,15326,185516,FALSE
RT @Isalhwh: A lot of people aren’t familiar with Thomas Senkara as they are with other black  revolutionaries.This is a thread listing all…,0,['blm'],Twitter for iPhone,20-04-2016 16:51,355,12760,FALSE
#PDXprotest #BlackLivesMatter  #PortlandPoliceBureau #PPB #PDXFedOccupation #PortlandProtests #PortlandOR… https://t.co/43dHvgTGWR,0,,Twitter for iPhone,25-05-2014 20:37,171,164940,FALSE
"Captain’s log:
Day 143 of isolation,
#BlackLivesMatter
My burn mark is still bugging me a little bit and I am putti… https://t.co/WpyXIyYTwt",0,['BlackLivesMatter'],Twitter for Android,04-08-2016 21:43,220,60681,FALSE
"This woman was murderred shortly after this speech.  Yknow, cuz #BlackLivesMatter The plight and despair not yet re… https://t.co/l8Zz4tXaPr",0,,Twitter for Android,08-08-2020 10:56,300,93,FALSE
@funnyblackdude should do a podcast like @iamjohnoliver on Habao and just speak about black people with some first… https://t.co/K5U0VDBEqR,0,['BlackLivesMatter'],Twitter for iPhone,05-03-2018 22:00,1097,43704,FALSE
"RT @kdmillsap25: When we say “let’s get organized” THIS is what the fuck we mean!👏🏽
#ACAB #fuck12 #BlackLivesMatter ✊🏽",0,"['portlandprotest', 'BlackLivesMatter']",Twitter for Android,12-11-2008 18:39,1685,10334,FALSE
"RT @Souidos: Greek mp, member of the government majority in parliament, modifies pic from a public ceremony by cropping and hiding a black…",0,['BlackLivesMatter'],Twitter for Android,18-02-2018 04:17,290,3434,FALSE
A really interesting article (whether one agrees or not with his stances) #SirNicholasSoames #Brexit #BLM… https://t.co/AT6IaVdMqO,0,,Twitter for Android,27-11-2013 01:29,8368,50255,FALSE
Thread of some other Black Lives Matter petitions you can sign! Make sure these people get the justice they deserve🤎🖤 #BlackLivesMatter,0,"['BlackLivesMatter', 'parentstrike', 'NHSPay15', 'MutualAid']",Twitter Web App,17-01-2018 21:44,441,444,FALSE
"RT @OneInAnARMY: Since @BTS_twt have donated one million dollars to #BlackLivesMatter, you all have begun the #MatchaMillion project. Many…",0,,Twitter for iPhone,27-02-2016 23:21,890,119003,FALSE
RT @EJinAction: MISSOURI ATTORNEY GENERAL WANTS CHARGES DROPPED AGAINST THE #MCCLOSKEYS WHO POINTED WEAPONS AT PEACEFUL #BLACKLIVESMATTER P…,0,['BlackLivesMatter'],Twitter Web App,22-02-2009 13:34,1325,64777,FALSE
"It’s so disheartening &amp; unjust that despite all the rallying calls, pleads, demands, speeches, posts, campaigns &amp; t… https://t.co/OG3RDxF7Zi",0,,Twitter Web App,02-01-2019 12:24,49,7432,FALSE
it’s that hundreds of masked protestors got tear gassed at cal anderson but a group of privileged people can hold a… https://t.co/sVqbmy2VWW,0,,Twitter for iPhone,18-01-2012 23:42,390,40566,FALSE
RT @SkyJellyFetti: Derek Harris has served nine years in prison for a few grams of cannabis.  He is a victim of systemic racism.  Help end…,0,['BlackLivesMatter'],Twitter for Android,09-05-2020 11:53,1771,623,FALSE
"#BlackLivesMatter STILL What if it was one of YOUR love one's? Whatever #affects one #directly, affects #ALL… https://t.co/BvrSreiskB",0,['BlackLivesMatter'],Twitter for Android,04-02-2020 15:04,222,94871,FALSE
Victor Duffy Jr.   #SayTheirNames #BlackLivesMatter,0,,Twitter for iPhone,28-05-2012 10:42,191,7203,FALSE
We need black twitter and western media on this situation because it’s getting out of hand. #BlackLivesMatter https://t.co/fmswGqQujH,0,['BlackAugust'],Twitter Web App,03-05-2009 00:50,21733,221348,FALSE
"@ScottAdamsSays I watch #NBA but every time I see #BlackLivesMatter or other political stunts, I change channel. There is a time and place.",0,['BlackLivesMatter'],Twitter for iPhone,09-01-2019 13:06,1214,4950,FALSE
So apparently my hometown is having a #BlackLivesMatter protest (which is awesome and I’m so proud of everyone invo… https://t.co/yl5m7xG8Zk,0,['BlackLivesMatter'],Twitter for iPhone,04-08-2017 16:53,226,20816,FALSE
"DO YOU THINK ALL THE DISRESPECTFUL ACTIONS AND/OR VIOLENT BEHAVIOR TOWARDS 'ALL' COPS IS JUSTIFIED? 
&gt;PLEASE VOTE T… https://t.co/GEO5uOBw1T",0,"['MeToo', 'BLM']",Twitter for iPhone,01-04-2017 14:38,703,2040,FALSE
Stun grenades and tear gas engulf a block of Salmon Street. #blacklivesmatter #Protests #pdx #portland #oregon #blm… https://t.co/RExZh3Kv33,0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
The untrained and out-of-control goons that @realDonaldTrump sent to Portland have attacked moms and veterans peace… https://t.co/aMQHFlUxeA,0,,Twitter for iPhone,10-06-2009 10:51,14947,30763,FALSE
"@BryanDawsonUSA #Karma knocked down his wall built on hate, and metaphorically began building a strong wall of unit… https://t.co/BO4OXOHmpF",0,['BlackLivesMatter'],Twitter for iPhone,09-01-2019 13:06,1214,4950,FALSE
@LewisHamilton Good luck @LewisHamilton and let’s hope finally F1 and Siverstone finally respects #BlackLivesMatter 👍,0,['BlackLivesMatter'],Twitter for Android,26-01-2020 22:12,246,34165,FALSE
"@donwinslow @realDonaldTrump @JoeBiden Donald knows his voters don't care he's a hypocrite, long as he keeps brown… https://t.co/usD1SywOoN",0,,Twitter Web App,22-12-2019 08:19,280,5929,FALSE
"RT @realBenjiirby: .#BlackLivesMatter ass w their FOOLISHNESS is about to reelect Trump

But SHHH don't tell them. 🤫

The whole ""eff it all…",0,"['BlackLivesMatter', 'IsaiahLewis', 'FreeJuliusJones', 'ResignPrater']",Twitter for Android,29-05-2020 16:16,82,4117,FALSE
U.N. declared that menstrual hygiene was a public health issue in 2014. If it’s of concern for us imagine what this… https://t.co/Y7F1LSAWr7,0,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter for Android,02-05-2013 07:54,166,52252,FALSE
So sad. There’s a person with feelings on the other end of the abuse #BlackLivesMatter https://t.co/87oxMR4HSZ,0,['BlackLivesMatter'],Twitter for Android,15-12-2014 20:53,4697,40352,FALSE
"“Maybe it would have helped if they had seen him as a human being and talked to him, rather than treating him like… https://t.co/cZnJGByc4D",0,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,29-10-2008 19:46,343,825,FALSE
"RT @TanniDe: @mellins26451240 whoa, u gat hype don't u?
yo!! i'm really dying.. busting even, to see you on 5th ave redecorating the #blm s…",0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"When it comes to black culture, (#blm) y’all are here for it but when it comes to black lives, y’all are like: https://t.co/3YvP8HawNz",0,['BlackLivesMatter'],Twitter Web App,24-11-2010 18:07,1138,37132,FALSE
"RT @R3volutionDaddy: Just arrived at the inJustice Center and got greeted by these cuties

#BlackLivesMatter  #J25 #PortlandProtests #Portl…",0,['BlackLivesMatter'],Twitter for Android,07-05-2007 23:06,2856,17135,FALSE
#FortCollins I drove past the #blm and the bootlickers before the fascists attacked the #blm protestors. #BLM was a… https://t.co/yyqE826i5G,0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @search4swag: How disrespectful, of all the officers you could have sent over to the memorial you sent these two back.

#MikeBrownForeve…",0,,Instagram,13-02-2017 17:25,478,369,FALSE
A sandwich...... #BlackLivesMatter https://t.co/FDQYTZYQdy,0,['blacklivesmatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @Brian96775714: I can offer any accounting services to any Black farmer free of charge infact I can be your Accountant for freee 
.
.
#B…",0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @TaisonBell: Academic institutions should begin publishing data on Black faculty recruitment, retention, promotion/tenure, and salary le…",0,['BlackLivesMatter'],Twitter for Android,07-05-2007 23:06,2856,17135,FALSE
✊🏻✊🏼✊🏽✊🏾✊🏿 #BLM #EPTGD Everybody Put The Guns Down‼️‼️SHARE SHARE SHARE https://t.co/rludu08tFS,0,,Twitter Web App,02-02-2011 15:12,1705,17147,FALSE
"RT @SamsonForWC: Walnut Creek needs a 24/7 Mental Health Crisis Non-Police Mobile Response team. We will bring that to reality. 
#BlackLive…",0,['BlackLivesMatter'],Twitter for iPad,16-11-2011 02:02,2243,14694,FALSE
"#Barr claimed #BLM supporters created 'urban guerrilla warfare' in cities across the United States
Barr accused the… https://t.co/9OASihC1ho",0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @JoshSuitcase: Before I go to bed let's boost it 
EVERY CITY
EVERY TOWN
BURN THE PRECINCT
TO THE GROUND. 
#BlackLivesMatter 
#DefundTheP…",0,['BlackLivesMatter'],Twitter Web App,09-09-2011 10:26,4781,60448,FALSE
"RT @tollybuzzTB: Top 4 Most Tweeted Tags in
24 Hours WorldWide

👉 #HBDMaheshBabu - 60.2M+

#TwitterBestFandom - 60.05M+

#BlackLivesMatter…",0,"['BlueFlu', 'BlackLivesMatter']",Twitter Web App,30-07-2020 14:03,151,2058,FALSE
"RT @newjonnyberlin: #LewisHamilton 

#BLM activist now in full meltdown 

Coronavirus: he shares vaccine #conspiracy theory then deleted it…",0,,Twitter for Android,09-11-2007 17:58,288,4384,FALSE
2. Thank God for @DailyCaller @RealCandaceO @DineshDSouza @charliekirk11 @TuckerCarlson @BlazeTV @hodgetwins… https://t.co/kJmPoWhGyz,0,,Twitter for Android,13-04-2019 17:29,358,46911,FALSE
#SheGotItRight Demanding truth and accountability. #EnoughIsEnough #WeWillNotBeSilenced #MyTime #WomenInPower… https://t.co/ipzbmyp33z,0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"Wtg @KingJames @IsiahThomas every player in @nba @mlb @nfl and stations they show your games @foxsports @espn, take… https://t.co/6eoAO3Olf7",0,['BlackLivesMatter'],Twitter for iPhone,18-06-2009 11:11,254,72760,FALSE
"#NowPlaying

Fugees https://t.co/NGSqNhPIz2 The Score

#UniversalSuffrage #coronavirus #citizen&gt;#consumerism&gt;… https://t.co/hGzoXRSUuo",0,"['BlueLivesMatter', 'AllLivesMatter', 'AuroraPoliceDepartment']",Twitter for iPhone,08-01-2020 13:36,291,7898,FALSE
RT @YourAnonCentral: Clashes continued well into the night between anti-impunity protestors and police. The #BlackLivesMatter protests cont…,0,['BlackLivesMatter'],Twitter Web App,29-01-2010 17:35,602,21574,FALSE
RT @TheSource: Follow our coverage from the frontlines Zoë Kravitz Drags Hulu for Lack of Black Representation Amid ‘High Fidelity’ Cancell…,0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @StolenSweeties: Sweetie says: ""...#Wiley tweets disgusting antisemitism &amp; the country rightly responds with outrage &amp; indignation; a bl…",0,['BlackLivesMatter'],Twitter for iPhone,07-09-2014 20:03,7587,264221,FALSE
RT @LynVenables: @NormanBrennan @DawnButlerBrent And these ones? Were they really white people who were stopped too? Or do you just have al…,0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"@gerberianshepsk @AdamInHTownTX @BoKnowsNews @JoeBiden There was a Wendy's torched in Atlanta.

And a police precin… https://t.co/hGeZ4yAfEU",0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
Day 391 Aug 9 - Plant some creative ideas and see the success❤️😊! @SonalPareenja @bl_peace #BlackLivesMatter… https://t.co/ZRMdom4JxC,0,"['BlackLivesMatter', 'IStandWithDawnButler']",Twitter for Android,26-04-2020 01:11,633,8529,FALSE
"#BlackLivesMatter 

This police sh** has got to stop!!😭😡😡 https://t.co/uaL5ipX556",0,['BlackLivesMatter'],Twitter for Android,04-08-2016 21:43,220,60681,FALSE
"RT @WA_Silenced_Maj: Remember this- Since 2015, more blacks in NY are aborted annually than born. 

Where is the outrage #BlackLivesMatter?…",0,['BlackLivesMatter'],Twitter Web App,20-04-2018 01:22,237,4556,FALSE
RT @fatallovecth: DO NOT TRUST THE MEDIA! DO NOT TRUST THE MEDIA! DO NOT TRUST THE MEDIA! DO NOT TRUST THE MEDIA! DO NOT TRUST THE MEDIA! D…,0,['BlackLivesMatter'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
The world’s premier carceral state on steroids. #BlackLivesMatter https://t.co/mW4S8JKsJY,0,['BlackLivesMatter'],Twitter Web App,08-07-2018 19:59,440,24519,FALSE
"Black lives matter
Sex work is work

#blm 
#swiw https://t.co/PZtq8E3k1O",0,['PortlandPolice'],Twitter for Android,29-05-2020 16:16,82,4117,FALSE
#BlackLivesMatter #BlackLivesAllLivesMatter @RealCandaceO @charliekirk11 @TheOfficerTatum @andrewklavan @benshapiro… https://t.co/TNikFgzl6p,0,,Twitter Web App,02-06-2011 15:07,1957,5974,FALSE
❤❤❤❤ these beautiful people. #BlackLivesMatter https://t.co/AfrmeAM80P,0,['BlackLivesMatter'],Twitter for iPhone,31-05-2016 12:07,1606,104558,FALSE
"Dawn Butler, Labour MP, strong critic of police stop-and-search tactics, is stopped by London police while driving… https://t.co/nxhScSHVJq",0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
They never stop brutalizing people. How many times are you going to keep scrolling by this and saying the cops are… https://t.co/fOQjw4lZVL,0,['BlackLivesMatter'],Twitter for Android,07-05-2007 23:06,2856,17135,FALSE
@stscholasticas @yaacovba @ProModelWorld @Zico20907906 @Michael__Baskin @Scripteladora @qursan13 @Leylakhalid22… https://t.co/XZSqRAtPAL,0,"['MikeBrown', 'BlackLivesMatter']",Twitter for Android,29-05-2020 16:16,82,4117,FALSE
"RT @freddie1999: VIDEO: Cars being used to transport goods looted from the @OldNavy store in downtown #Chicago.  #Gucci, #Tesla and #Dior a…",0,['BlackLivesMatter'],Twitter for iPhone,27-10-2016 19:52,290,49013,FALSE
"RT @PiattPatti: If you read this Tweet and thought it was about you, it most likely was.  I am not about to listen to a bunch of old white…",0,,Twitter for Android,29-05-2020 16:16,82,4117,FALSE
RT @Raywoolford: At last our updated website on our #LGBTQ #Blacklivesmatter #RefugeesWelcome #metoo #animalshaverights #Yemen #Foodbank #C…,0,['BlackLivesMatter'],Twitter for iPhone,15-01-2020 09:52,312,13757,FALSE
"RT @jiwasHere: remember y'all

#BlackLivesMatter",0,['BlackLivesMatter'],Twitter for iPhone,21-03-2012 22:01,318,47899,FALSE
Our Oakland chapter leads speak to why they show up every night. 🖤 #BlackLivesMatter https://t.co/VaQ1n0HDrV,0,['BlackLivesMatter'],Twitter Web App,12-10-2014 15:43,2812,115707,FALSE
RT @nicolarosa_baby: Never forget. Never stop. Gone way too soon 🥺 .. #SAYHERNAME #BreonnaTaylor #BreonnaTaylorWasMurdered #BreonnaTaylorsK…,0,['BlackLivesMatter'],Twitter for Android,02-05-2019 02:03,3377,45731,FALSE
RT @Gameonysus: Starting today I'll be doing #BLM Fundraising Streams every Tuesday (in the spirit of #GivingTuesday). I'll be streaming on…,0,['BlackLivesMatter'],Twitter for iPhone,07-09-2014 20:03,7587,264221,FALSE
RT @MaxBartos: Hey!! We’re doing a fundraising concert for @NAACP_LDF this Sunday 8/2 @ 7pm at Lititz Springs Park. I’ll be live-streaming…,0,['BlackLivesMatter'],Twitter Web App,21-02-2009 18:19,2115,57182,FALSE
Season 1 of the S.M.I.L.E-ing Boys podcast has come to an end and there's now a crowdfund page for thos who feel th… https://t.co/hNT34ixvWl,0,['BlackLivesMatter'],Twitter Web App,23-02-2015 00:47,17820,206477,FALSE
"I https://t.co/mydznfSxdD via @YouTube 
👁‍🗨
A MEDAL OF HONOR
What did This Brave Black Soilder 'William Harvey Carn… https://t.co/MZZKufCTNm",0,['BlackLivesMatter'],Twitter for iPhone,23-02-2011 04:19,308,6515,FALSE
The powerful @bbcone feature length drama #Anthony is on @bbciplayer for those who missed it. @RakieAyola talks to… https://t.co/GtcC4I6bZm,0,,Twitter for iPhone,23-02-2018 15:56,1739,74884,FALSE
"RT @jeewanc: So for all those out there, flashing the hash #BlackLivesMatter-putting up a Black square or crying- pls match it with the wor…",0,,Twitter Web App,05-04-2013 14:57,5244,22032,FALSE
"@MrAndyNgo Everywhere the same pictures: looting, fighting, murdering. #BLM",0,['BlackLivesMatter'],Twitter for iPhone,20-03-2019 03:01,317,383,FALSE
Troubling to hear that @braunwyn lost 3 friends bc of her allyship for #BLM. Tbh you don’t need friends like that #raceinamerica @BravoTV,0,['BlackLivesMatter'],Twitter for iPhone,03-03-2014 02:17,428,11938,FALSE
Our Fist Chains are now back in stock. Shop Now https://t.co/AL4K3DNGAR #blackpower #BlackLivesMatterUK… https://t.co/yz84m8PWRm,0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for iPhone,22-02-2020 12:43,1015,14549,FALSE
"https://t.co/0wGfJwRxeC 🔊 Lucky Man by Emerson, Lake &amp; Palmer #AmericaOrTrump #WearADamnMask #BlackLivesMatter https://t.co/FCZ9m61cdy",0,['BlackLivesMatter'],Twitter for iPhone,07-09-2014 20:03,7587,264221,FALSE
RT @SethAbramson: NOTE3/ The key for US media is to *not* assume that most Americans know how and why Sturgis is *so* different from #BLM p…,0,['Bollywood'],Twitter for Android,21-11-2013 23:35,430,10981,FALSE
i just wanna stress the point of showing  up as much as possible to protest. because we were in such low numbers to… https://t.co/46D3eDE6PO,0,,Twitter Web App,14-09-2017 13:55,630,24819,FALSE
"@seanhannity @realDonaldTrump YEAH!!!11Einself111!!!
That prooves your deep seated corruption, NOT Bidens.
D**ONS,… https://t.co/95ctD3vos2",0,,Twitter Web App,19-04-2019 19:05,82,4642,FALSE
“Race is not biological; it is an arbitrary category.  Color is a fact but race is a social construct.”… https://t.co/i0J9vTTkgU,0,['BlackLivesMatter'],Twitter for iPhone,29-06-2020 21:59,109,36,FALSE
"Owen Jones &amp; the @guardian mix up black artists Kano &amp; Wiley. 

Because to #BlackLivesMatter virtue signalling woke… https://t.co/2KN0xwIChw",0,['BlackLivesMatter'],Twitter Web App,14-01-2018 13:34,399,25304,FALSE
RT @syntaxbowser: Careful with what pot your stirring dont want the silent majority getting off sofa to fuck up these clowns destroying our…,0,['BlackLivesMatter'],Twitter for Android,04-02-2020 15:04,222,94871,FALSE
